rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,family_role,blocking_number_str,soc_sec_id_str
rec-29910-dup-0,rec-63376-org,iri,m,27,"","",edward,hannigan,sa,alawldona,3015,1077,clancy street,"",07 31031560,NoRole,7.0,8120445.0
rec-89748-dup-2,rec-44856-org,ind,"",27,19960523,"",lauren,rangarajan,ss,east victoria park,7009,40,cowper dyreet,"",08 76447611,NoRole,7.0,4758135.0
rec-74915-dup-0,rec-5614-org,unk,m,28,19950221,"",jake,stranger,qld,mundingburra,4081,3,mcintyrereet,apt 2005,613 73177842,NoRole,0.0,4735250.0
rec-74715-dup-0,rec-10614-org,chi,"",27,19960306,ms,liam,leh,qld,doolandella,2207,4,hyde paoace,"","",NoRole,3.0,7591403.0
rec-47709-dup-1,rec-462-org,pak,f,33,19900412,"",jessica,kpwlo,nsw,ivanhoe,4217,6,bellingham crescent,"",02 28335632,NoRole,7.0,7410367.0
rec-65578-dup-0,rec-58528-org,eng,f,29,19940306,"",joel,steed,nsw,waverle,2026,7,gorriz close,"",612 02481066,NoRole,7.0,7075159.0
rec-29654-dup-3,rec-34218-org,fre,"",11,"",dr,jack,chavasse,nsw,march,2229,8,poyntonuret,"",2 52429442,NoRole,8.0,2341239.0
rec-10668-dup-2,rec-60123-org_f-0,usa,m,"",20180208,mr,"",gallagher,vic,byadjj,6232,116,cotterroad,avonleigh,821632169,son-y-True,7.0,7222245.0
rec-10409-dup-1,rec-45145-org,eng,f,31,19920210,mr,luclle,salvage,nsw,mur,3437,24,corinna street,urambi vlge,2 70843415,NoRole,0.0,3785828.0
rec-3520-dup-1,rec-10972-org,ind,f,"",19544107,"",jake,vadakke,qld,el ardh,3378,198,simpson street,belvoir,3 27244387,NoRole,4.0,6342173.0
rec-9627-dup-3,rec-75721-org,ser,"",28,19950626,ms,george,priljado,qld,kensington grove,2076,21,goldner ircuit,"",3 15052341,NoRole,0.0,1998926.0
rec-3106-dup-1,rec-95174-org,unk,f,33,19900109,ms,jairus,aarfy,qld,glen alin,2068,"",belmore garden,manresa,613 02855495,NoRole,2.0,3052966.0
rec-19419-dup-0,rec-46979-org,unk,"",27,19960705,"",quinn,abbit,"",clayrno,2207,27,shann place,"",04 82126842,NoRole,7.0,2551725.0
rec-57647-dup-1,rec-98145-org,unk,"",27,19960126,ms,ajay,aarcy,tas,saltwater river,4218,43,darling street,rainbow downs,7 30725563,NoRole,2.0,6902818.0
rec-57702-dup-0,rec-93395-org,ind,f,25,"",pfc,michael,rajmelani,vic,tatura,6062,231,"",unt 2,04 55613837,NoRole,2.0,9375417.0
rec-27438-dup-0,rec-30774-org,eng,f,23,20000502,ms,marco,merchant,nsw,wombeyan caves,4633,12,sargean tolace,"",2 75867546,NoRole,0.0,8721503.0
rec-33290-dup-2,rec-67821-org,ara,f,25,19980425,"",riley,imthithal,nsw,carlingford,3072,7,fenwickplace,"",612 33339671,NoRole,5.0,7286415.0
rec-61485-dup-1,rec-52260-org,gre,"",24,19400994,"",fraser,ikonomidi,vic,st james,5290,52,barritt street,"",8 55702669,NoRole,8.0,6537348.0
rec-5312-dup-0,rec-87060-org,tha,f,28,19950622,"",toby,monkoltham,wa,onlo w,5252,12,spofforth street,"",08 77041765,NoRole,2.0,7142689.0
rec-88686-dup-0,rec-73820-org,unk,"",28,19950414,mr,teresa,strahn,qld,"",3216,583,rollston street,boronia,08 86218894,NoRole,7.0,2807611.0
rec-29268-dup-1,rec-8959-org,eng,f,"",19900519,"",isaiah,mcneill,"",chester hill,2506,165,stow poace,"",03 32998498,NoRole,8.0,5025477.0
rec-40762-dup-2,rec-77986-org,unk,"","","",ms,noah,scottjfsakon,qld,pinjarra,3356,83,glasgow street,"",03 06254265,NoRole,3.0,6728967.0
rec-38184-dup-0,rec-26717-org,eng,"",24,"",ms,emma,sutherland,ndq,east gresford,2408,165,helemon street,"","",NoRole,7.0,5132519.0
rec-54389-dup-3,rec-1512-org,por,m,31,19921211,"",isabelle,anibal,vix,cairnlea,2263,2,kinleyside crescent,hazelwood garden,08 24798241,NoRole,1.0,4922915.0
rec-92085-dup-0,rec-54004-org,eng,"","","",mr,kiandra,hyland,"",dapojb,3018,108,ironbark crescent,"","",NoRole,7.0,5090860.0
rec-40661-dup-0,rec-17563-org,usa,f,36,19870310,"",chelsea,dudley,wa,morexcaby,3072,86,davies place,"",07 82361428,NoRole,0.0,5738207.0
rec-55977-dup-1,rec-51251-org,ind,m,27,19961227,ms,ella,gutala,"",tyabb,2872,36,copland drive,"",02 51768784,NoRole,0.0,5051881.0
rec-39455-dup-0,rec-46174-org,eng,t,"","",ms,catherine,merchant,vic,costerfield,3121,62,sculptoftstreet,"",08 86058965,NoRole,4.0,6042420.0
rec-74839-dup-0,rec-24922-org,unk,f,22,19190408,ms,micah,sclafani,vic,craigie,4220,25,bosworth circuit,"",08 45432997,NoRole,5.0,4335491.0
rec-25179-dup-1,rec-35968-org,usa,"",30,19930618,"",danika,"",wa,condingup,2082,154,hodgson xcrescent,"",04 30258083,NoRole,8.0,5387011.0
rec-49677-dup-1,rec-50412-org,"",f,26,19709515,"",jaykob,lodge,vic,noble park north,4565,4,chuculba crescent,la rhune,8 72798946,NoRole,9.0,2264288.0
rec-3805-dup-3,rec-5435-org,rom,"",17,"","",brooke,varias,"",new lambton heights,3163,12,maclaurin crescent,"",04 83180972,NoRole,8.0,8152569.0
rec-11737-dup-0,rec-10161-org,nor,f,28,19950221,"",vincmnt,elmersson,nsw,savenake,2227,5,"","",07 21471932,NoRole,3.0,7633022.0
rec-42286-dup-0,rec-26391-org,swe,f,"","","",jacob,"",wa,burlong,2148,58,moncrieff street,"",8 46790149,NoRole,7.0,6576750.0
rec-30075-dup-0,rec-50940-org,eng,"","",19321104,mr,chelsea,simons,nsw,carlingford,7304,2,elder street,"",07 29781438,NoRole,0.0,8027444.0
rec-68179-dup-0,rec-539-org,eng,f,7,20161127,hon,logan,samul,"",wetherill park,4073,26,clive steele avenue,"",08 71449589,NoRole,0.0,3555769.0
rec-33543-dup-1,rec-19577-org,"",d,46,19830708,ms,jordyn,gardenier,"",frankston,5000,6,carlile stfeet,"",04 79352857,NoRole,0.0,2794975.0
rec-68954-dup-1,rec-12379-org,ara,m,19,20041129,ms,rachel,wafiza,qld,keperra,5221,173,burges place,oakdale,613 52956656,Org-son,5.0,4711122.0
rec-91385-dup-1,rec-24561-org,usa,f,24,19990902,"",benjamin,tyacok,vic,powelltown,2025,11,constitution avenue,"",08 41290397,NoRole,6.0,7630184.0
rec-7259-dup-0,rec-41866-org,cze,"",34,"","",emimly,"",nsw,heny,3127,26,beeston street,"",02 05454133,NoRole,7.0,7250538.0
rec-39720-dup-0,rec-37749-org,gre,f,27,19961020,"",ryan,stoikos,"",windsor,2259,36,ijong stret,redlada,04 91969233,NoRole,2.0,2474465.0
rec-1986-dup-1,rec-12139-org,ara,"","","","",mia,tafida,qld,whitsundays,4034,170,weatherburn place,"",03 80446993,NoRole,1.0,4421944.0
rec-49282-dup-0,rec-60811-org,unk,m,30,"","",alec,scollard,nsw,bingara,3320,27,"",rosetta village,02 64678399,NoRole,3.0,1858732.0
rec-66190-dup-0,rec-79199-org,rus,f,19,20040706,"",lachlan,jordaov,vic,myrniong,1344,16,"",wahronga,08 35979116,NoRole,0.0,7395376.0
rec-11826-dup-1,rec-99769-org,chi,f,25,19980213,"",darcy,"","",araluen,4069,14,"","",03 00186921,NoRole,8.0,1919279.0
rec-16342-dup-1,rec-26641-org,usa,f,32,19910731,mr,kynan,jordan,qld,turazkiln,2038,13,hutchins ftreet,"",03 81766900,NoRole,0.0,2671989.0
rec-50397-dup-1,rec-27914-org,ind,f,"","",mr,briajnq,setfm,qld,carrara,3300,14,sargood street,frost mews,03 08564874,NoRole,4.0,7561939.0
rec-67967-dup-2,rec-59555-org,eng,f,"",19950818,ms,sarah,gardnier,nsw,bella vista,2327,75,piddington street,bellridge,04 67900618,NoRole,0.0,9007441.0
rec-45830-dup-0,rec-77367-org,usa,f,34,19890709,"",hamish,david,sa,kanmantoo,3073,1,mcrae place,"",02 50718513,NoRole,5.0,7530909.0
rec-88408-dup-1,rec-5120-org,chi,f,30,"",ms,kyle,ying,"",karawara,3222,304,glasgow street,"",8 01549407,NoRole,8.0,5954318.0
rec-45931-dup-2,rec-83435-org,eng,"",26,19970726,"",jade,normnson,vic,natte yallock,3152,19,leita court,"",08 05035471,NoRole,5.0,9256934.0
rec-88673-dup-0,rec-9229-org,usa,"",22,20011205,"","",hart,vic,dreeite,3212,2,"","",08 65980558,NoRole,6.0,1678161.0
rec-60886-dup-0,rec-71966-org_f-0,tur,m,6,20170428,mr,yeter,gzo,sa,glencoe,3749,27,templestoweavenue,"",0751522022,daughter-y-True,9.0,4728717.0
rec-82571-dup-0,rec-83832-org,unk,f,34,19891031,ms,kayla,scamsoni,wa,elgin,3030,15,fawkner street,"",08 43223600,NoRole,4.0,3512131.0
rec-13665-dup-1,rec-41256-org,eng,"",28,19951008,mr,jack,dosprs,vic,barkstead,6150,220,durville crescent,"",618 47934779,NoRole,0.0,1148132.0
rec-94386-dup-1,rec-79731-org,pol,f,29,19940515,"",zack,robson,vic,woodend,2257,76,place lavan,bells ck,07 01600164,NoRole,2.0,7481317.0
rec-69506-dup-1,rec-23666-org,unk,f,"",19660311,"",bridget,strawbridge,vic,park orchards,2070,11,heagney crescent,banksia groves,618 25213888,NoRole,8.0,1226209.0
rec-56859-dup-0,rec-47243-org,chi,"",36,20110527,"",av,shih,nsw,corowa,2431,4,"",eulong,02 91068755,NoRole,7.0,5424136.0
rec-9968-dup-2,rec-39589-org,unk,f,34,19890409,mr,chrisfina,sciffi,vic,antwerp,6168,52,etheridge street,koonoomoo,08 88193361,NoRole,1.0,8100569.0
rec-17397-dup-0,rec-69503-org,unk,f,22,20010422,"",lariwsa,abbondandola,nsw,warrumbungle,6168,8,tangari street,"",2 38593896,NoRole,3.0,8992619.0
rec-65807-dup-1,rec-91917-org,abo,f,23,20000715,"",keely,worosun,qld,boyne valley,2148,15,ainsworth street,yarrabee,613 35126818,NoRole,4.0,5027282.0
rec-21720-dup-0,rec-86258-org,eng,f,"",19110925,dr,joshua,josephxz,"",anwdo,6155,6,dumaresq street,"",612 83731499,NoRole,1.0,8789840.0
rec-30318-dup-0,rec-29479-org,eng,f,35,19880321,"",daniel,oakley,qld,kurwongbah,4158,5,bertram street,"",02 62843600,NoRole,5.0,8473521.0
rec-4551-dup-1,rec-69953-org,eng,f,"",19851023,pfc,brookd,matthewson,nsw,nattai,3044,52,tillyard drive,killarney,612 63284536,NoRole,1.0,1497698.0
rec-90371-dup-2,rec-63586-org,eng,f,"",19900401,"",benjamin,snelduog,nsw,palmerston,7140,850,novar street,"",612 32864003,NoRole,8.0,2525754.0
rec-30854-dup-0,rec-64335-org,eng,"",28,19905124,"",sophie,kyhesz,act,duffy,2456,12,buvelot street,"",2 34780388,NoRole,1.0,3142750.0
rec-6185-dup-1,rec-39383-org,unk,f,33,19901003,mr,benjamin,stratou,wa,east roseville,3071,63,wilhelmi crescent,"",04 75600623,NoRole,4.0,9526958.0
rec-59147-dup-1,rec-97341-org,jap,f,"",19850201,pfc,"",kentaro,qld,kardella,4462,58,fox pzacet,brentwood vlge,613 24089380,NoRole,5.0,2695330.0
rec-21459-dup-1,rec-7388-org,ser,f,12,20110409,"",sean,coolahan,wa,parklands,2619,8,santalum street,"",08 47724416,NoRole,6.0,2366691.0
rec-74861-dup-0,rec-1867-org,chi,"","",19308003,mr,rohan,toy,nsw,heights astern,3851,"",cassinia street,twenty-third avenue pharmacy (cnr mawarr,612 20108646,NoRole,6.0,3841411.0
rec-42724-dup-0,rec-81230-org,usa,f,"",19510302,mr,emiily,colon,asg,lawsfovn,3072,43,harding street,"",02 99053419,NoRole,6.0,3454323.0
rec-12183-dup-0,rec-50440-org,usa,m,34,19820828,"",natassia,golden,ab,higgins,6020,"",gleeson place,"",02 26458510,NoRole,8.0,8889030.0
rec-69599-dup-0,rec-56054-org,ger,f,32,19910116,"",brack,cain,vic,hotham jeights,6713,95,hetherington circuit,redlands,03 98017692,NoRole,0.0,3488509.0
rec-27501-dup-3,rec-21864-org,spa,f,"",19990814,"",emiily,toribio,"",stockton,5031,57,catani place,"",08 15515809,NoRole,3.0,7262532.0
rec-53763-dup-1,rec-7612-org,chi,h,39,19849012,ms,nicholas,lao,nsw,old erowal bay,2097,16,earle place,lithgowvale,02 05750811,NoRole,4.0,3650490.0
rec-21393-dup-1,rec-74355-org,eng,"",11,20120771,pfc,olivia,meyrick,nsw,mangoplah,3175,53,limestone avenue,"",2 99704076,NoRole,5.0,9735833.0
rec-80198-dup-3,rec-90733-org,unk,"",31,19920206,ms,leo,sclafani,sa,koolunga,2871,01,clarey crescent,"","",NoRole,0.0,8977073.0
rec-84411-dup-1,rec-32736-org,eng,"","",19830407,"",laurrn,wakefield,qld,sprngood,2282,37,mckinlay street,"",613 68732362,NoRole,7.0,8134152.0
rec-69685-dup-2,rec-40201-org,eng,"",27,"",ms,joshua,mayes,vic,sandy point,5095,17,hinkler street,henry kendall bayside,8 26324840,NoRole,7.0,6884372.0
rec-90968-dup-1,rec-67558-org,"","",26,"",ms,nguywwn,lilly,vic,kangarooflat,2232,52,currie crescent,"",8 39440516,NoRole,0.0,1302923.0
rec-33696-dup-1,rec-31611-org,chi,"",32,19910222,mr,kathleen,kiu,nsw,vineyard,2073,14,tarong place,"","",NoRole,6.0,6261294.0
rec-19276-dup-2,rec-30618-org,"",f,26,19971229,dr,amy,stancliffe,vic,balwyn,3678,5,black street,"",618 82188477,NoRole,0.0,2005092.0
rec-22944-dup-1,rec-36348-org,chi,f,"",20130813,dr,annabelle,laiu,nsw,erigolia,2035,8,gadalicrescent,"",02 72626415,NoRole,1.0,9229593.0
rec-11075-dup-1,rec-52297-org,pak,b,24,"","",sebastian,sayyid,nt,east point,3842,61,starrijft place,"",613 56309620,NoRole,3.0,3356760.0
rec-21695-dup-1,rec-21915-org,ina,"",38,19854009,"",paige,setiaqawn,wa,mindarie,5540,26,archibald street,"",8 59635632,NoRole,2.0,7407249.0
rec-68636-dup-2,rec-70628-org,tur,"",37,19860129,ms,emma,halil,"",kingsholme,2317,232,mcmahon court,"",03 56181034,NoRole,5.0,9258812.0
rec-54725-dup-0,rec-43691-org,ind,f,53,19981208,"",erib,nivedita,qld,mcewens beach,2726,9,chauncy crescent,"",613 50154192,NoRole,9.0,5980072.0
rec-60888-dup-0,rec-91043-org,unk,f,"",19121109,"",jaclb,strehovski,tas,ridgley,3975,0,von guerard crescent,"",07 16426676,NoRole,3.0,8277069.0
rec-39752-dup-0,rec-78211-org,unk,f,20,20030620,"",jessica,strazzari,"",burwood,2541,"",sternberg crescent,"",04 12016989,NoRole,7.0,2126291.0
rec-60665-dup-1,rec-39572-org,unk,f,29,19940611,"",cassandra,streckfuss,nsw,narwee,3088,6,pacesda,locn 2093,2 55406788,NoRole,3.0,8686363.0
rec-63936-dup-0,rec-97266-org,unk,r,"",19190321,"",megan,strampiher,"",kaleen,2212,70,corringle close,"",03 61024138,NoRole,5.0,7289547.0
rec-48031-dup-1,rec-86267-org,hun,f,27,19967012,mr,brilvy,horansky,wa,newman,3936,47,crowder circuit,"",08 62244686,Org-Household,4.0,9663446.0
rec-5437-dup-1,rec-66555-org,chi,f,"",19490218,"",cain,pun,wa,2560,newr8ybr,11,sticht place,"",618 08902863,NoRole,2.0,1434025.0
rec-87454-dup-1,rec-69758-org,ser,"","",19982523,pfc,harrqy,roksandic,nsw,woodenbong,5037,7,dexter street,"",612 53282567,NoRole,3.0,8120268.0
rec-81328-dup-2,rec-84888-org,eng,m,11,19930117,ms,jettue,newll,nsw,parklea,2594,70,billson place,"",2 32120577,NoRole,1.0,1724801.0
rec-4924-dup-1,rec-43914-org,usa,m,30,19930206,"",dominic,hobbs,wa,ginginup,6060,2,scott street,"",07 90089258,NoRole,3.0,3432357.0
rec-44892-dup-0,rec-49092-org,usa,f,30,19930412,"",rachael,rowol,wak,kurrenkutten,4163,174,foxall street,killawarra,08 50573992,NoRole,4.0,6322476.0
rec-53121-dup-2,rec-74130-org,ser,f,32,19910831,"",judah,nola,nsw,blair athol,2299,21,styles place,"",08 97011214,NoRole,9.0,1792139.0
rec-8723-dup-0,rec-7680-org,unk,"",37,19860711,"",chelsye,scoby,wa,bookara,6308,39,chuculba crescent,euroka,08 72366486,NoRole,7.0,2830859.0
rec-4322-dup-1,rec-80653-org,"",f,"",19880523,pfc,jasmine,hanna,sa,aldinga,4030,261,hillebrand street,"",08 64862380,NoRole,9.0,9047399.0
rec-93020-dup-0,rec-74755-org,chi,m,34,19890523,"",mitchell,ssima,sa,salisburyyplain,4660,5,ambalindum street,"",7 46438978,NoRole,3.0,1825886.0
rec-40174-dup-2,rec-91889-org,eng,m,36,19870420,"",harry,hardwick,vic,guys hill,2445,98,mcclelland avenue,"",08 72853520,NoRole,0.0,4878014.0
rec-29964-dup-0,rec-84710-org_f-1,tur,f,10,20131108,ms,nesrin,karpat,nsw,avalonbeach,2090,18,moorrdlreet,themall,291861224,daughter-y-True,3.0,8903493.0
rec-11227-dup-1,rec-85411-org,eng,f,21,20021204,"",jessica,winfield,"",londondrey,2015,72,sharwood crescent,"",02 67289127,NoRole,6.0,8389735.0
rec-74075-dup-1,rec-56032-org,eng,f,35,19880527,ms,nicholas,banister,tas,strickland,2045,406,melbourndia venue,"",7 76318345,NoRole,9.0,1054936.0
rec-79499-dup-0,rec-42371-org,eng,"",30,19930531,"",annabelle,hardie,vic,carlisle river,3196,72,clarkson street,wilsonton medical centre,02 93005075,NoRole,5.0,6287194.0
rec-84809-dup-0,rec-52820-org,eng,f,"",20010731,dr,andrew,carlyle,nsw,mount hunter,4304,28,bandjaloncrescent,brambletye vinyard,2 85087117,NoRole,7.0,5308252.0
rec-90433-dup-0,rec-35487-org,eng,"","",19900707,"",natasha,mclain,sa,lockleys,5167,118,healy street,"",7 86340466,NoRole,0.0,3929385.0
rec-66933-dup-0,rec-3938-org,eng,f,"",19501106,"",emma,ibbott,tas,whitemark,2050,152,chevalier wtreet,"",617 85029386,NoRole,1.0,9695337.0
rec-7399-dup-2,rec-52358-org,usa,u,33,19900812,"",mila,martin,vic,noiribee,4505,18,stuart street,rosehill,618 35320850,NoRole,7.0,9102432.0
rec-69172-dup-1,rec-92729-org,eng,f,29,19940709,"",rachel,brownlow,sa,mahmum,2190,3,lane-poole place,"",7 55278023,NoRole,4.0,8699194.0
rec-68636-dup-0,rec-70628-org,tur,f,37,19860129,ms,emms,halil,qld,kingsholme,2317,232,mcmahon court,"",03 56181034,NoRole,5.0,4135015.0
rec-55204-dup-1,rec-24980-org,unk,f,10,20130502,ms,imogen,aaron,nt,papunya,3834,40,"","",03 27618239,NoRole,4.0,6061126.0
rec-39452-dup-2,rec-30178-org,usa,m,23,20000709,dr,lauren,dawscop,nsw,wetheriol park,3199,"",jennings street,"",2 57863949,NoRole,4.0,9247541.0
rec-4899-dup-0,rec-29528-org,chi,f,33,"","",katharine,lamhni,nsw,yennora,2773,11,jardine street,"",02 61074758,NoRole,8.0,3844305.0
rec-96050-dup-0,rec-18455-org,unk,f,11,20120212,ms,annabel,sclater,nsw,marsdanf park,4061,13,thring iplace,"",2 56063837,NoRole,2.0,9432385.0
rec-45188-dup-0,rec-39660-org,eng,f,"",19291201,"",lawuon,herbertson,nsw,marddlla,"",16,brigalow street,"",02 62523952,NoRole,6.0,6514583.0
rec-64277-dup-1,rec-39584-org,eng,f,22,"","","",steoen,vic,heathuhill,4017,2,sanford place,"",8 97543561,NoRole,4.0,7218757.0
rec-83182-dup-0,rec-9294-org,eng,m,2,"","","",victot,vic,wilyb,4305,9,bargang crescent,"",618 16137284,NoRole,2.0,5556877.0
rec-69942-dup-0,rec-69539-org,eng,"",28,19950715,ms,camrb,cocks,vic,junction village,4811,14,echo place,"",618 25934007,NoRole,9.0,1811156.0
rec-94578-dup-1,rec-77359-org,ind,"",25,19891219,"",emiily,takhar,nsw,homebush,2228,1987,bollard vrtreet,"",612 91833126,NoRole,6.0,2276379.0
rec-49739-dup-1,rec-49157-org,chi,f,8,"","",jessica,hai,qlt,yerrinbool,4740,194,rischbieth crescent,"",03 47523943,NoRole,0.0,8385073.0
rec-12954-dup-0,rec-36082-org,usa,"",34,19891116,"",thomas,clay,nsw,warners bay,2210,83,yuranigh court,mornington,612 77618624,NoRole,1.0,2482776.0
rec-41358-dup-0,rec-98874-org,usa,m,33,19900827,pfc,harrian,cssh,sa,concord west,2541,10,sharwood crescent,keranna,07 77565122,NoRole,9.0,1244939.0
rec-94408-dup-0,rec-17919-org,usa,m,32,"","",luke,leonard,wa,sunshine bay,4075,5,"",llangollen,612 74940780,NoRole,0.0,5205505.0
rec-57363-dup-0,rec-98746-org,afr,"",21,20021127,mr,bethanie,jaffer,nsw,parwan,5037,25,ainslie avenue,"",618 58027671,NoRole,2.0,6818281.0
rec-24523-dup-0,rec-75906-org,unk,f,26,"","",chelsea,schwanke,"","",3218,6,banambila street,"",04 02895408,NoRole,9.0,6301105.0
rec-93822-dup-0,rec-4699-org,usa,m,21,20021011,"",taliah,harper,"",st albans,3500,51,colema jstreet,oakdale,08 27389956,NoRole,7.0,8623242.0
rec-17228-dup-0,rec-34178-org,pak,f,37,19861229,"",campbell,beldar,ws,bibra lke,4626,28,newdegate street,"",08 86582876,NoRole,8.0,5723790.0
rec-79967-dup-1,rec-93023-org,ina,k,35,19880213,"",pudjijono,matthew,vic,the patch,2034,2,"","",618 62396522,NoRole,3.0,6264444.0
rec-31642-dup-0,rec-92054-org,chi,"",8,20150214,"",lu,carla,vic,lalor,3324,314,glossop crescent,"",08 64735077,NoRole,6.0,7743004.0
rec-58938-dup-0,rec-99272-org,ina,"",22,20011026,ms,lauren,pudjijono,nsw,ruthven,"",22,nunan crescent,tulloch,2 08168399,NoRole,4.0,5853974.0
rec-31002-dup-0,rec-54700-org,ser,"","","",ms,ryan,"",qlk,enfiled,2630,122,chapman street,unt 3,"",NoRole,2.0,9671301.0
rec-38772-dup-1,rec-85799-org,fin,c,21,20020922,"",chelsea,isosomppi,sa,woodville south,2902,30,kingsmikstreet,"",7 09560404,NoRole,2.0,5867952.0
rec-78811-dup-0,rec-51700-org,eng,f,27,19960425,"",amyg,jamison,nsw,copelnd,4670,1,norris street,"",03 94404002,NoRole,1.0,3632943.0
rec-83652-dup-0,rec-94246-org,nor,f,40,19831002,"",paeis,tonder,nsw,swan vale,3143,9,bonython street,"",612 24836566,NoRole,6.0,1527881.0
rec-23498-dup-2,rec-39413-org,eng,m,04,"","",an rrw,quickley,nsw,greta,3150,32,dexter street,"",07 76945295,NoRole,8.0,9502563.0
rec-86724-dup-0,rec-9942-org,eng,"",34,19805096,ms,ryan,oliverson,qld,hervey range,3109,8,badimara street,sunshine farm,613 63673423,NoRole,8.0,2641025.0
rec-66747-dup-1,rec-24920-org,ind,m,23,20000918,"",jasmine,mandyam,qld,windeyer,3022,21,william hudson crescent,"",03 41466477,NoRole,1.0,7115326.0
rec-49935-dup-1,rec-24658-org,wel,f,37,19860927,"",dannoel,carduggan,nsw,university of newcastle,3184,160,shean place,swainston,2 93304318,NoRole,3.0,1477541.0
rec-97374-dup-0,rec-58503-org,unk,t,22,20010424,ms,emw,scoby,nsw,balcatta,3937,307,pokana circuit,east road,2 05830150,NoRole,8.0,4026534.0
rec-99977-dup-0,rec-45298-org,ger,m,23,20001013,"",oliver,schss,nsw,clandulla,4696,38,alleyne close,villa 2,612 75819164,NoRole,7.0,2820313.0
rec-59441-dup-2,rec-768-org,usa,f,"",19280607,hon,ll,ramsey,nsw,woodview,2774,79,verdon street,"",612 65197031,NoRole,5.0,3518519.0
rec-80144-dup-0,rec-90743-org,chi,f,"",19137611,"",isabella,dwan,qld,hay point,3012,4101,mulder place,"","",NoRole,0.0,8935516.0
rec-41167-dup-0,rec-66264-org,eng,f,30,"",ms,sophie,hare,nsw,braidwood,2603,23,condamine street,hillside farm,2 49011359,NoRole,2.0,5845861.0
rec-66068-dup-1,rec-35807-org,eng,"",37,19861029,"",nicolas,taskee,qld,twin waters,3639,1,armstrong orescent,"",613 50707355,NoRole,3.0,4348389.0
rec-47709-dup-0,rec-462-org,pak,m,33,19900612,"",jessica,kalath,nsw,ivanhoe,4217,25,bellinghamcrescent,"",02 28335632,NoRole,7.0,7410367.0
rec-27000-dup-0,rec-19229-org,unk,f,"",19000825,mr,wil,strahfr,wa,cadoux,0820,49,chauvel street,"",618 49424272,NoRole,2.0,4680202.0
rec-82740-dup-0,rec-54139-org,unk,"",25,19980127,"",brofdec,strekch,wa,jandakot,6210,18,ironside street,"",07 87734651,NoRole,8.0,3468536.0
rec-1986-dup-0,rec-12139-org,ara,"","","","",tafida,mia,qld,whitsundays,4034,160,place weathefburn,glenview,03 80446993,NoRole,1.0,6144794.0
rec-46269-dup-0,rec-24381-org,usa,m,34,19890809,dr,ethamm,whitwndad,nsw,central tilba,4157,15,erskine street,munmurra park,612 46187077,NoRole,8.0,6965037.0
rec-71375-dup-1,rec-75662-org,usa,f,24,19990284,mr,liam,hopper,nsw,bull creek,3626,5,jarrah street,"",2 14873367,NoRole,1.0,7971473.0
rec-19641-dup-2,rec-97569-org,cze,f,20,19840508,mr,adam,prachal,nsw,carss park,4677,377,mermaid street,"",612 54927824,NoRole,4.0,2183858.0
rec-81671-dup-1,rec-39211-org,usa,f,29,19920724,"",isabella,estrada,wa,lake jasper,2830,"","",st vincent hosp,618 91711932,NoRole,2.0,8871685.0
rec-17439-dup-0,rec-69550-org,"",f,"",19170626,"",bailee,belperio,sa,cambrai,3068,136,waldock street,kingaroy garden,7 46518747,NoRole,8.0,8548712.0
rec-20140-dup-1,rec-75284-org,ind,"","",19830327,"",aidan,rebani,sa,coromandel valley,2154,155,maddock place,"",02 40879623,NoRole,6.0,5744508.0
rec-35529-dup-0,rec-9226-org,ind,f,"","","",amalia,manandhar,nsw,leongatha,4488,7,macgregorustreet,"",07 40573075,NoRole,5.0,1993580.0
rec-74565-dup-0,rec-14340-org,unk,m,24,19990227,mr,madison,aarts,"",toowoomba,5041,17,wexford,angophora street,04 20893206,NoRole,0.0,2842913.0
rec-88699-dup-1,rec-53808-org,chi,f,33,19900130,ms,robert,qk,"",leichhrdt,3977,42,evan place,"",02 12871671,NoRole,4.0,4535354.0
rec-2564-dup-0,rec-51903-org,afg,f,21,20000807,hon,isablela,jadoon,nsg,sandy flat,2145,13,lambert street,rosetta village,612 68663655,NoRole,1.0,8512215.0
rec-88699-dup-0,rec-53808-org,chi,f,33,19900130,ms,"",us,"",leichhardt,3979,42,evan place,"",02 12871671,NoRole,4.0,4536345.0
rec-7611-dup-0,rec-83442-org,usa,f,33,19900819,"",ramros,hannah,vic,belmont,6169,39,hall place,"",8 20631746,NoRole,6.0,1785444.0
rec-35800-dup-1,rec-53846-org,usa,f,26,19971231,ms,phoebe,mercado,nsw,mossyoint,2913,14,bertel crescent,"",612 18518504,NoRole,4.0,1360094.0
rec-81079-dup-2,rec-78363-org,eng,f,8,20150129,"",harrisxn,simons,wa,neerbaup,6022,14,casuarina street,"",07 06035867,NoRole,9.0,1813246.0
rec-43861-dup-0,rec-78578-org,chi,f,26,19970326,ms,casey,lei,nsw,maquarie fkelds,5253,24,barada crescent,yuulong,02 82722792,NoRole,4.0,5997955.0
rec-92182-dup-0,rec-50961-org,eng,f,20,20030526,"",alyass,royce,nsw,wardell,2481,4,jemalong street,"",2 69599694,NoRole,7.0,5873137.0
rec-63578-dup-1,rec-32622-org,eng,f,38,19930813,"",dean,samuelson,qld,kinacora,3500,8,hingston close,"",3 83417483,NoRole,8.0,4547141.0
